Timestamp,Value

11:27:28.03  ,2:     80,  63226
11:27:28.03  ,1:  61320,   8156
11:27:28.24  ,2:  11596,  63516
11:27:28.24  ,1:  60484,  62424
11:27:28.41  ,2:  13040,  64680
11:27:28.42  ,1:  57952,  61576
11:27:28.63  ,2:  13192,  64904
11:27:28.63  ,1:  60512,  62344
11:27:28.84  ,2:  11760,   5621
11:27:28.84  ,1:  63232,   3640
11:27:29.04  ,2:  11892,  52576
11:27:29.05  ,1:  49388,  62892
11:27:29.22  ,2:  13228,   5242
11:27:29.25  ,1:  42396,  60216
11:27:29.43  ,2:  59784,   3855
11:27:29.44  ,1:  63692,   4620
11:27:29.65  ,2:  10588,   5180
11:27:29.65  ,1:  57084,  64648
11:27:29.86  ,2:  12600,  64812
11:27:29.86  ,1:  59980,  64392
11:27:30.07  ,2:  13040,  64437
11:27:30.07  ,1:  49276,  63612
11:27:30.25  ,2:  18228,  13759
11:27:30.25  ,1:  57032,   3288
11:27:30.46  ,2:  10876,  51146
11:27:30.46  ,1:  43224,  64328
11:27:30.66  ,2:  17260,   3396
11:27:30.67  ,1:  45516,   1024
11:27:30.88  ,2:  61180,     36
11:27:30.88  ,1:  59936,  60996
11:27:31.06  ,2:  14492,  64891
11:27:31.06  ,1:  59152,  63432
11:27:31.27  ,2:  12360,  64235
11:27:31.27  ,1:  59720,  61680
11:27:31.48  ,2:  13272,    605
11:27:31.48  ,1:  41236,  58852
11:27:31.69  ,2:  20136,   9107
11:27:31.69  ,1:  56388,  64376
11:27:31.86  ,2:   9296,  65195
11:27:31.89  ,1:  45088,  64464
11:27:32.10  ,2:  13140,   4174
11:27:32.11  ,1:  47112,   2440
11:27:32.28  ,2:  63788,  62153
11:27:32.29  ,1:  57488,  62228
11:27:32.49  ,2:  12172,  65000
11:27:32.50  ,1:  59084,  63512
11:27:32.71  ,2:  13624,  64511
11:27:32.71  ,1:  59052,  62908
11:27:32.89  ,2:  13232,  64926
11:27:32.89  ,1:  42968,  63884
11:27:33.09  ,2:  23320,   1120
11:27:33.10  ,1:  55028,  62848
11:27:33.31  ,2:   8252,  11032
11:27:33.31  ,1:  47084,  62852
11:27:33.52  ,2:  15716,   6218
11:27:33.52  ,1:    512,  54920
11:27:33.69  ,2:  23772,   2295
11:27:33.70  ,1:  58396,  61312
11:27:33.91  ,2:  13156,  64511
11:27:33.91  ,1:  59516,  64180
11:27:34.12  ,2:  12784,  64937
11:27:34.12  ,1:  59168,  62632
11:27:34.32  ,2:  12216,   1051
11:27:34.33  ,1:  44296,    276
11:27:34.52  ,2:  20880,   1452
11:27:34.56  ,1:  53448,  64444
11:27:34.72  ,2:   9396,   8177
11:27:34.72  ,1:  45676,  62664
11:27:34.92  ,2:  16400,   6459
11:27:34.93  ,1:  32767,   6708
11:27:35.14  ,2:  18424,  53683
11:27:35.14  ,1:  58668,  61188
11:27:35.34  ,2:  11640,     92
11:27:35.35  ,1:  60176,  65128
11:27:35.52  ,2:  11420,  64946
11:27:35.53  ,1:  59428,  62532
11:27:35.74  ,2:  13392,    519
11:27:35.74  ,1:  49104,  64560
11:27:35.95  ,2:  22460,  62657
11:27:35.95  ,1:  51796,  63700
11:27:36.16  ,2:  12228,   9188
11:27:36.16  ,1:  42676,  64660
11:27:36.33  ,2:  15076,   5421
11:27:36.36  ,1:  38524,  33428
11:27:36.55  ,2:  32767,   6798
11:27:36.55  ,1:  57904,  63076
11:27:36.75  ,2:  12316,  65442
11:27:36.76  ,1:  59504,  64456
11:27:36.96  ,2:  12648,  65018
11:27:36.97  ,1:  56496,  63012
11:27:37.14  ,2:  12364,   5406
11:27:37.17  ,1:  43496,   1572
11:27:37.35  ,2:  32767,  58395
11:27:37.36  ,1:  52428,  63332
11:27:37.56  ,2:   9568,   3066
11:27:37.57  ,1:  43568,  63800
11:27:37.77  ,2:   9684,   2089
11:27:37.78  ,1:  54844,  59696
11:27:37.98  ,2:  17248,    522
11:27:37.99  ,1:  58200,  64884
11:27:38.17  ,2:  12304,  65386
11:27:38.17  ,1:  59104,  63976
11:27:38.41  ,2:  13364,  64549
11:27:38.41  ,1:  57480,  61152
11:27:38.58  ,2:  12720,   5864
11:27:38.59  ,1:  32768,    268
11:27:38.79  ,2:  28452,  60673
11:27:38.80  ,1:  53716,  62704
11:27:38.98  ,2:   6880,   6170
11:27:38.98  ,1:  44360,  62848
11:27:39.18  ,2:  10124,   2979
11:27:39.19  ,1:  65296,   4568
11:27:39.40  ,2:  13008,   3144
11:27:39.40  ,1:  58068,  65500
11:27:39.61  ,2:  12448,  64367
11:27:39.61  ,1:  59576,  64996
11:27:39.78  ,2:  12784,  65034
11:27:39.81  ,1:  56092,  61824
11:27:39.99  ,2:  12564,   5922
11:27:40.00  ,1:  32768,   3144
11:27:40.21  ,2:  32767,  64946
11:27:40.21  ,1:  51924,  64476
11:27:40.44  ,2:   9452,   4946
11:27:40.45  ,1:  44308,  65072
11:27:40.63  ,2:   7424,   5742
11:27:40.63  ,1:  65148,   5616
11:27:40.80  ,2:  10396,   3595
11:27:40.81  ,1:  59004,  64612
11:27:41.01  ,2:  12248,    159
11:27:41.02  ,1:  58908,  63748
11:27:41.22  ,2:  12848,  64857
11:27:41.23  ,1:  55848,  61660
11:27:41.44  ,2:  11080,   5902
11:27:41.44  ,1:  44740,   1732
11:27:41.61  ,2:  31636,  52828
11:27:41.62  ,1:  50352,  61848
11:27:41.82  ,2:   9688,   5866
11:27:41.83  ,1:  41244,  62928
11:27:42.04  ,2:   1744,  61381
11:27:42.04  ,1:  60600,    804
11:27:42.24  ,2:  12432,   5020
11:27:42.25  ,1:  57892,  63724
11:27:42.43  ,2:  13996,  65024
11:27:42.46  ,1:  59680,  64512
11:27:42.66  ,2:  12908,  64923
11:27:42.67  ,1:  55784,  63764
11:27:42.84  ,2:  10956,   5718
11:27:42.85  ,1:  32768,  58704
11:27:43.06  ,2:  32767,  59961
11:27:43.06  ,1:  49316,  61272
11:27:43.23  ,2:  11492,   7250
11:27:43.26  ,1:  40564,  63964
11:27:43.44  ,2:   9516,   3598
11:27:43.45  ,1:  62996,   6628
11:27:43.65  ,2:  11520,   4918
11:27:43.66  ,1:  58792,  65316
11:27:43.87  ,2:  13676,  65184
11:27:43.87  ,1:  59764,  65216
11:27:44.07  ,2:  12156,  65161
11:27:44.08  ,1:  56904,  62904
11:27:44.25  ,2:  11584,   5510
11:27:44.26  ,1:   3964,  61996
11:27:44.47  ,2:  14344,  50998
11:27:44.47  ,1:  49320,  59448
11:27:44.67  ,2:  11212,   8048
11:27:44.68  ,1:  40548,  60384
11:27:44.89  ,2:   6556,   2090
11:27:44.89  ,1:  61772,   2732
11:27:45.06  ,2:  10800,   6818
11:27:45.09  ,1:  58960,  62932
11:27:45.27  ,2:  13156,  65031
11:27:45.28  ,1:  59620,  64292
11:27:45.49  ,2:  12852,  65132
11:27:45.49  ,1:  58364,  62556
11:27:45.69  ,2:  11876,   5877
11:27:45.70  ,1:   4604,   5292
11:27:45.87  ,2:  10680,  53011
11:27:45.91  ,1:  50048,  61020
11:27:46.08  ,2:  11780,   1347
11:27:46.09  ,1:  39488,  61196
11:27:46.29  ,2:  62348,   5298
11:27:46.30  ,1:  50680,   3152
11:27:46.50  ,2:  18932,     52
11:27:46.51  ,1:  58688,  64724
11:27:46.72  ,2:  12336,  65449
11:27:46.72  ,1:  57688,  63140
11:27:46.89  ,2:  12444,  64822
11:27:46.90  ,1:  54220,  63200
11:27:47.10  ,2:  10824,   7367
11:27:47.11  ,1:  63304,   1872
11:27:47.32  ,2:  13208,  51523
11:27:47.32  ,1:  46800,  60688
11:27:47.52  ,2:  12564,   2189
11:27:47.53  ,1:  37508,  62692
11:27:47.70  ,2:  61272,    104
11:27:47.73  ,1:  63656,  62516
11:27:47.91  ,2:  12396,  64053
11:27:47.92  ,1:  58344,  65312
11:27:48.12  ,2:  12180,  64828
11:27:48.13  ,1:  59020,  62488
11:27:48.33  ,2:  13420,  64602
11:27:48.34  ,1:  58308,  62456
11:27:48.51  ,2:  12880,   9093
11:27:48.54  ,1:  62036,   3660
11:27:48.72  ,2:  12068,  52244
11:27:48.73  ,1:  47716,  61532
11:27:48.93  ,2:  14732,    743
11:27:48.94  ,1:  36980,  60076
11:27:49.14  ,2:  54316,   5301
11:27:49.15  ,1:  32816,  60408
11:27:49.36  ,2:  32767,  61696
11:27:49.36  ,1:  59628,    264
11:27:49.53  ,2:  13200,  65525
11:27:49.54  ,1:  59540,  64340
11:27:49.74  ,2:  12472,  64814
11:27:49.75  ,1:  59148,  63676
11:27:49.95  ,2:  12144,  10122
11:27:49.96  ,1:  60816,   4072
11:27:50.16  ,2:  12440,  48838
11:27:50.17  ,1:  46352,  60080
11:27:50.34  ,2:  12996,  62249
11:27:50.37  ,1:  37420,  58448
11:27:50.55  ,2:  56488,   2316
11:27:50.56  ,1:  52464,  58488
11:27:50.76  ,2:  17100,  64504
11:27:50.77  ,1:  58456,    144
11:27:50.97  ,2:  11864,  65251
11:27:50.98  ,1:  59404,  64328
11:27:51.15  ,2:  12308,  64612
11:27:51.18  ,1:  57348,  63464
11:27:51.36  ,2:  11884,   9382
11:27:51.37  ,1:  60472,   4208
11:27:51.58  ,2:  12964,  52767
11:27:51.58  ,1:  44204,  60932
11:27:51.78  ,2:  16292,  65096
11:27:51.79  ,1:  39160,  60012
11:27:51.99  ,2:  55868,   3634
11:27:52.00  ,1:  51156,   5880
11:27:52.17  ,2:  18212,  63843
11:27:52.18  ,1:  58828,  63496
11:27:52.38  ,2:  12564,  65053
11:27:52.39  ,1:  58896,  62992
11:27:52.59  ,2:  12468,     31
11:27:52.60  ,1:  60296,  63216
11:27:52.80  ,2:  11792,   5741
11:27:52.81  ,1:  59096,   1760
11:27:52.98  ,2:  13336,  52933
11:27:53.01  ,1:  44528,  65208
11:27:53.19  ,2:  15740,   3704
11:27:53.20  ,1:  41124,  65260
11:27:53.40  ,2:  61068,  65363
11:27:53.41  ,1:  59608,     84
11:27:53.61  ,2:  13836,  64440
11:27:53.62  ,1:  59024,  64020
11:27:53.82  ,2:  12980,  64618
11:27:53.83  ,1:  58708,  63876
11:27:54.00  ,2:  12348,  64986
11:27:54.01  ,1:  57216,  60688
11:27:54.21  ,2:  13056,   6383
11:27:54.22  ,1:  65504,   3240
11:27:54.42  ,2:  13776,  54012
11:27:54.43  ,1:  50132,  59104
11:27:54.63  ,2:  12036,   1375
11:27:54.64  ,1:  38468,  58312
11:27:54.81  ,2:  56296,  12353
11:27:54.82  ,1:  56176,    648
11:27:55.02  ,2:  16248,  64951
11:27:55.03  ,1:  58784,  63300
11:27:55.23  ,2:  12432,  65316
11:27:55.24  ,1:  58868,  64660
11:27:55.44  ,2:  12504,  64503
11:27:55.45  ,1:  58964,  63804
11:27:55.62  ,2:  11532,   6983
11:27:55.63  ,1:  62328,   3880
11:27:55.83  ,2:  12364,  54577
11:27:55.84  ,1:  47896,  60572
11:27:56.04  ,2:  15196,   1868
11:27:56.05  ,1:  37636,  60968
11:27:56.26  ,2:  48400,   2437
11:27:56.26  ,1:  61456,  62392
11:27:56.43  ,2:  16980,  64698
11:27:56.46  ,1:  57784,  63252
11:27:56.64  ,2:  13724,  64610
11:27:56.65  ,1:  58664,  63356
11:27:56.85  ,2:  12492,  65519
11:27:56.86  ,1:  56776,  64548
11:27:57.06  ,2:  11824,   9468
11:27:57.07  ,1:  58900,   2232
11:27:57.27  ,2:  13360,  57511
11:27:57.28  ,1:  44620,  62544
11:27:57.45  ,2:  16540,  64012
11:27:57.46  ,1:  34472,  59704
11:27:57.66  ,2:  50792,   4836
11:27:57.67  ,1:  43460,  58680
11:27:57.87  ,2:  21112,  60758
11:27:57.88  ,1:  59284,  64424
11:27:58.08  ,2:  12988,  65226
11:27:58.09  ,1:  60648,  63984
11:27:58.26  ,2:  13176,  64315
11:27:58.27  ,1:  60524,    636
11:27:58.47  ,2:  11924,   9558
11:27:58.48  ,1:  59200,   3344
11:27:58.68  ,2:  14108,  57941
11:27:58.69  ,1:  45636,  62916
11:27:58.89  ,2:  15152,    977
11:27:58.90  ,1:  34344,  58768
11:27:59.07  ,2:  51444,   4801
11:27:59.10  ,1:  57004,  64220
11:27:59.28  ,2:  17236,  62458
11:27:59.29  ,1:  58444,  64496
11:27:59.49  ,2:  12880,  65344
11:27:59.50  ,1:  57712,  64264
11:27:59.70  ,2:  12740,  64192
11:27:59.71  ,1:  55452,  63864
11:27:59.88  ,2:  12656,   8769
11:27:59.91  ,1:  57564,   3992
11:28:00.09  ,2:  13304,  55496
11:28:00.10  ,1:  47296,  62828
11:28:00.30  ,2:  16572,   2100
11:28:00.31  ,1:  38196,  62460
11:28:00.51  ,2:  54736,   1825
11:28:00.52  ,1:  57968,  63144
11:28:00.72  ,2:  12840,  64584
11:28:00.73  ,1:  59076,  63468
11:28:00.90  ,2:  13416,  64647
11:28:00.91  ,1:  58432,  63584
11:28:01.11  ,2:  12772,  65087
11:28:01.12  ,1:  42072,  61468
11:28:01.32  ,2:  18868,   9099
11:28:01.33  ,1:  58360,   1216
11:28:01.53  ,2:  11896,    977
11:28:01.54  ,1:  44308,  63540
11:28:01.71  ,2:  19440,   4436
11:28:01.72  ,1:  45904,   5984
11:28:01.92  ,2:  56000,   2490
11:28:01.93  ,1:  58932,  62260
11:28:02.13  ,2:  12792,  64683
11:28:02.14  ,1:  59860,  64956
11:28:02.34  ,2:  12772,  64757
11:28:02.35  ,1:  58004,  62624
11:28:02.52  ,2:  15184,  63693
11:28:02.56  ,1:  57136,  65492
11:28:02.73  ,2:  12860,  11693
11:28:02.74  ,1:  55356,   1904
11:28:02.94  ,2:  15680,  57305
11:28:02.95  ,1:  44960,  62884
11:28:03.15  ,2:  17696,   3053
11:28:03.16  ,1:  37864,  61592
11:28:03.36  ,2:  53312,    898
11:28:03.37  ,1:  59760,  63668
11:28:03.54  ,2:  14464,  64790
11:28:03.55  ,1:  58876,  63820
11:28:03.75  ,2:  12676,  64911
11:28:03.76  ,1:  58396,  64084
11:28:03.96  ,2:  11960,  64623
11:28:03.97  ,1:  53808,  65160
11:28:04.17  ,2:  15532,  13830
11:28:04.18  ,1:  60104,   2320
11:28:04.35  ,2:   8660,  52460
11:28:04.36  ,1:  43416,  62676
11:28:04.56  ,2:  19000,    133
11:28:04.57  ,1:  39900,  62988
11:28:04.77  ,2:  58372,   5107
11:28:04.78  ,1:  53724,  61688
11:28:04.99  ,2:  18708,  62711
11:28:04.99  ,1:  58584,  64888
11:28:05.16  ,2:  12700,  64995
11:28:05.19  ,1:  59048,  63668
11:28:05.37  ,2:  12576,  65074
11:28:05.38  ,1:  49832,  61192
11:28:05.58  ,2:  16192,  10442
11:28:05.59  ,1:  57168,   2588
11:28:05.80  ,2:  10132,  59020
11:28:05.80  ,1:  46876,  63012
11:28:06.00  ,2:  13968,   3383
11:28:06.01  ,1:  35260,  62172
11:28:06.18  ,2:  52444,   2642
11:28:06.19  ,1:  58768,  65340
11:28:06.39  ,2:  15688,  62888
11:28:06.40  ,1:  58312,  64316
11:28:06.60  ,2:  13416,  64965
11:28:06.61  ,1:  60004,  64940
11:28:06.81  ,2:  12768,  64902
11:28:06.82  ,1:  57480,  64160
11:28:06.99  ,2:  11824,  12344
11:28:07.00  ,1:  56844,   2944
11:28:07.20  ,2:  12936,  53303
11:28:07.21  ,1:  47692,  62224
11:28:07.41  ,2:  15012,   3986
11:28:07.42  ,1:  34936,  59380
11:28:07.62  ,2:  51992,   7739
11:28:07.63  ,1:  59268,  63688
11:28:07.80  ,2:  16648,  64837
