08:17:29.45  ,1:  58828,    748
08:17:30.29  ,2:  12652,      8
08:17:30.29  ,1:  58752,    616
08:17:30.53  ,2:  12788,     10
08:17:30.54  ,1:  58768,    732
08:17:30.68  ,2:  12908,     11
08:17:30.69  ,1:  59264,    648
08:17:30.89  ,2:  12872,    130
08:17:30.89  ,1:   5408,  17260
08:17:31.10  ,2:  17284,  12197
08:17:31.10  ,1:  60436,   3064
08:17:31.31  ,2:  14944,   8488
08:17:31.32  ,1:  51280,   2724
08:17:31.49  ,2:   7864,   4446
08:17:31.49  ,1:  58268,    552
08:17:31.70  ,2:  14396,  63966
08:17:31.70  ,1:  58816,   1060
08:17:31.91  ,2:  12852,  65199
08:17:31.91  ,1:  59596,    344
08:17:32.12  ,2:  12944,  63897
08:17:32.13  ,1:  58424,   5108
08:17:32.30  ,2:  16156,  54851
08:17:32.31  ,1:  57672,   5768
08:17:32.54  ,2:   6848,   5097
08:17:32.55  ,1:  45784,    824
08:17:32.72  ,2:  19344,   5863
08:17:32.72  ,1:  43524,   4188
08:17:32.93  ,2:    840,  54153
08:17:32.93  ,1:  58984,    168
08:17:33.11  ,2:  12684,  65342
08:17:33.14  ,1:  58748,    192
08:17:33.32  ,2:  12556,  64460
08:17:33.32  ,1:  59196,   1336
08:17:33.53  ,2:  13420,  64498
08:17:33.54  ,1:  60188,   7436
08:17:33.74  ,2:  14300,   2729
08:17:33.75  ,1:  47712,   2044
08:17:33.95  ,2:  12132,   6419
08:17:33.95  ,1:  41564,   1440
08:17:34.13  ,2:  57748,   6372
08:17:34.14  ,1:  58772,   2068
08:17:34.34  ,2:  14552,  62448
08:17:34.35  ,1:  58852,    320
08:17:34.55  ,2:  12828,  65454
08:17:34.56  ,1:  60224,  65420
08:17:34.76  ,2:  13376,  64272
08:17:34.76  ,1:  34452,  15552
08:17:34.94  ,2:  32767,  46640
08:17:34.97  ,1:  49712,  13252
08:17:35.15  ,2:   7868,  21436
08:17:35.15  ,1:  45644,   5140
08:17:35.36  ,2:  11864,   9543
08:17:35.37  ,1:  39888,  48860
08:17:35.57  ,2:  27400,  62447
08:17:35.57  ,1:  57780,  65388
08:17:35.75  ,2:  12808,  65343
08:17:35.78  ,1:  57152,    488
08:17:35.96  ,2:  11960,  64208
08:17:35.97  ,1:  58208,   4820
08:17:36.17  ,2:  12008,  59824
08:17:36.17  ,1:  61360,   6884
08:17:36.38  ,2:  10008,  11339
08:17:36.38  ,1:  46656,  63228
08:17:36.59  ,2:  17444,  13411
08:17:36.59  ,1:  42812,   8028
08:17:36.77  ,2:   9532,  48997
08:17:36.77  ,1:  59716,  65120
08:17:36.98  ,2:  13920,   1795
08:17:36.98  ,1:  59384,    228
08:17:37.19  ,2:  13532,  64024
08:17:37.19  ,1:  60016,    220
